Crop,Question,Answer
maize,what makes my maize put only one comb and yet other people plant and get more than one comb?,Low nutrient content in the soil and planting of low yielding variety
maize,what makes my maize seeds not to germinate well,Because of dormancy causing factors
maize,what makes my maize seeds to germinate one when have planted two seeds,One dies out
maize,what makes my maize to be torn,lack of nutrients
maize,what makes my maize to break from the middle of the stems,Attack by pests such as stem borers
maize,what makes my maize to dry,When attacked by pests
maize,what makes my maize to dry,Attack by diseases or drought
maize,what makes my maize to dry up before harvesting time,Attack by pests
maize,what makes my maize to grow taller,A lot of nitrogen
maize,what makes my maize to rust,Fungal infection
maize,what makes my maize to turn brown in storage,Because of substances in the maize that get colored on drying or loss of water
maize,what makes my maize. not to germinate well,When viability is not good
cassava,what makes my roof tubers constricted,Cassava brown streak
cassava,what makes my root tuber constricted,CBSD
general,what makes my seeds not to germinate well,"The main reason for failure is a non viable (embryo destroyed, seed young or dormant etc) seed or lack of right germination conditions."
general,what makes my soil to lose its fertility,Leaching of minerals from the soil by erosion or by removing crops
beans,what makes my the pod of my beans to be burnt,Bacterial infection
cassava,what makes old cassava leaves yellow,Cassava brown streak disease
beans,what makes other bean leaf to become yellow in color,Attack by diseases
cassava,what makes other cassava leaves to become yellow,Brown streak disease
cassava,what makes other cassava leaves to become yellow in color,Drought or cassava brown streak
cassava,what makes other cassava to be better,They dont get diseased
cassava,what makes other cassava to get rotten,Brown streak or fungal attack
cassava,what makes other cassava to grow with little roots while others having many roots,Pests and disease attack
cassava,what makes other cassavas to become week when they are growing,If they are attacked by disease and pests
general,what makes other leaves to have holes in them,Pests
maize,what makes other maize leaves to become yellow,Viral disease or drought
maize,what makes packed maize not to germinate?,Seed dormancy or poor storage of the seeds
beans,what makes people spray beans?,People spray beans after seeing pests on the leaves
cassava,what makes root tubers constricted,Cassava brown streak viruses disease
cassava,what makes some cassava dense in kilograms,The amount of starch
cassava,what makes some cassava light in kilograms,Poor growing conditions
beans,what makes the Root of My beans rot,Poor and infertile soils and lack of related nutrient to root growth during germination and growth stages of the crops in the garden
beans,what makes the bean leaf to have very small seeds,High temperatures during certain parts of the growing season maybe one of the reason for stunted bean plant.
beans,what makes the bean pod to have very small seed,Poor soil or weather conditions
beans,what makes the bean pod to have very small seeds,High temperatures during certain parts of the growing season maybe one of the reason.
beans,what makes the bean pods to have very small seeds,Effect of diseases and pests plus low nutrients
beans,what makes the beans not to germinate,Factors that promote germination like moisture and temperature
beans,what makes the beans not to germinate?,Seed dormancy and poor storage
beans,what makes the beans to have very small seeds,Poor fertility and diseases and pests attack
cassava,what makes the cassava body not to be smooth but folded?,Cassava brown streak virus (CBSV) in roots and cassava mosaic virus on leaves
cassava,what makes the cassava cover turn black?,It is the sooty moulds
cassava,what makes the cassava leaf to be folded,Have cassava mosaic disease
cassava,what makes the cassava leaf to be yellow,Cassava brown streak disease
cassava,what makes the cassava leaves have spots?,Cassava bacterial blight (CBB)
cassava,what makes the cassava leaves look folded and damaged?,Cassava mosaic virus disease (CMV)
cassava,what makes the cassava roots so segmented and bitter?,Cassava brown streak virus (CBSV)
cassava,what makes the cassava to rot?,Water logging or damage to the roots
cassava,what makes the cassava watery?,The reduction in the starch content
cassava,what makes the inner part of cassava yellow?,Starch degradation
cassava,what makes the leaves to fold and bend when growing?,Cassava mosaic virus disease (CMV)
maize,what makes the maize comb to be so small?,Nutrient deficiency
maize,what makes the maize to rot inside the comb,High moisture or pests
general,what makes the older leaves to become yellow,Loss of nutrients
beans,what makes the pod of my beans to get burnt,Bacterial attack
beans,what makes the pod of my beans to get dry,Drought and attack by diseases
beans,what makes the pods of my beans to be burnt,Blight from bacterial attack
maize,what makes the price to drop?,A bumper harvest
beans,what makes the roots of beans to dry off,Attack by diseases such as root rot
beans,what makes the roots of beans to root in the garden,"Presence of disease, floods due to heavy rainy season"
beans,what makes the roots of beans to rot,Pathogens and stressful environments like drought in your garden
maize,what makes the roots of my maize to rot,Water logging
general,what manure should I use in my garden,Green manure/ organic manure
cassava,what mates cassava to rot inside the pod,Fungal attack
beans,what mates my beans to rot from its roots,Root rot disease
beans,what mates my beans to rot inside the pod,Diseases especially fungal
cassava,what mates my cassava to shade off it's causes before maturity,Drought or cassava brown streak
maize,what mates my maize not to germinate well,Seed dormancy
maize,what mates my maize to rot from its roots,"Soil borne pathogens such fusarium, Pythium etc"
maize,what may make my maize seeds not to germinate well?,"The main reason for failure is a non viable (embryo destroyed, seed young or dormant etc) seed or lack of right germination conditions."
maize,what may make my maize seeds not to grow?,"Effect of diseases, poor soil fertility and poor pollination"
beans,what method can I use for controling pests and diseases in my beans garden,Use good crop management practices and where possible use chemicals (pesticides) to kill the pests
beans,what method can I use for controlling leaf rust in my beans garden,Use clean seed from certified dealers and practice good crop management
maize,what method can I use for planting maize,Plant in well prepared land at 30*70cm
maize,what method can I use for planting my maize in hilly area?,Use terraces
beans,what method can I use to dry beans faster,Dry on tarpaulins
maize,what method is suitable for control of the rodent in maize garden,Traps and using poison
general,what method of mulching is good for Crop?,Use compostable material
general,what methods can I use to conserve water in my beans garden,Use good cropping practices
maize,what methods can I use to control maize diseases,Use good cropping practices
cassava,what month is good for planting cassava?,April in the first season and September in the second season
cassava,what natural method can I use to control cassava mosaic,Control of whiteflies by integrated pest management or use of natural enemies
maize,what nutrient is lacking in my soil when my maize leaf yellow,Yellowing is mainly caused by viral diseases but lack of Nitrogen in the soil can also cuase yellowing
cassava,what organism causes cassava mosaic?,Virus
maize,what pest attack maize,Many including stem borers and insects etc
maize,what pest attack maize at it's early stages,Leaf hopper and cut worms and termites
beans,what pest is eating the bean stem from the bottom?,They are bean stem maggots
beans,what pesticide can I use for spraying my beans,Depends on what you want to control
maize,what pesticide should I use for spraying my maize,Depends on what you are spraying. Ask your DAO to help
beans,what process can I use when planting my beans,Prepare garden and plant at right spacing with right seeds
cassava,what products are made from cassava,"Flour, biscuits, bread, animal feed etc"
maize,what products are made from maize,"Flour, animal feed, food, starch etc"
maize,what quantity of maize can plant an acre,Recommended that you sow 10 pounds of corn seeds per acre
maize,what quantity of maize should I plant in an acre?,About 10 kg
cassava,what really makes the cassava to rot in the garden?,"Cassava brown streak disease, water logging and sometimes rats damage the roots"
maize,what should I use for harvesting my maize,Some maize harvesters are available commercially for large farms
cassava,what should I do to locusts when they are eating my Cassava leaves?,Spray them
cassava,what should I do to make my cassava grow well,Practice good agronomic practices
cassava,what should I do to make my cassava grow well in the garden,Add Nitrogen
beans,what should I do to stunted beans?,Spray them with foliar nitrogen based fertilizers. Also spray them with pesticides
beans,what should I do to the beans if the weather suddenly turns to hot or dry after planting?,Carry out mulching
general,what should I do when handling pesticide,Protect yourself from it
general,what should I do when handling chemical while spraying,Use the right gear and make sure you're protected from harmful effects of the chemical. Use right spraying equipment
general,what should I do when holding pesticides,Protect yourself from it
maize,what should I for harvesting my maize,Hands or appropriate machinery
beans,what should I s use for threshing my beans,You can beat them or use the bean thresher machine
beans,what should I start spraying my beans,Spraying for diseases should be done when any economic pest is spotted but foliar fertilizers can be sprayed just before flowering
beans,what should I use for threshing my beans,Threshers
beans,what should I use for cleaning my beans after threshing,Bean threshing machines are available
beans,what should I use for cleaning my beans.,A blower
maize,what should I use for cleaning my maize before storing,"Bacterial Wilt, Common Blight, Fusarium Root Rot, Fusarium Wilt, Halo Blight, Rust, White Mold."
maize,what should I use for harvesting my maize.,Mechanical harvesters
beans,what should I use for spraying my beans,Knapsack sprayer
beans,what should I use for threshing my beans,Mechanical threshers are available
maize,what should I use for transporting my maize during harvesting season,Motorcycle or car
cassava,what should I use for weeding cassava plants?,Farm implements like hoes
maize,what should I use threshing my maize,Threshers are available
cassava,what should l do so that l stop cassava mosaic in cassava garden,Cassava mosaic disease is controlled by the use of clean planting material of resistant varieties
maize,what should l use for transplanting my maize,Transplanters are available
cassava,what shows that the cassava is heathy,It has many leaves and is growing well
cassava,what size of cassava cutting should plant,A medium size stem of about 9 to 15 months is approriate for planting
cassava,what size of cassava cuttings should I plant?,About 30 cm size
cassava,what size of cassava stem should I cut for planting,About 10-15 cms long and 2 cm in diameter
cassava,what size of cassava stem should I plant in a hole?,10-15 cm
cassava,what soil type is good for planting cassava,Loam
cassava,what spread brown streak?,They are white flies
cassava,what spread cassava mosaic in the garden,Whiteflies mainly
beans,what stage is the best for spraying beans?,The best time is before flowering stage
cassava,what stem is good for planting in this region?,Narocas1
maize,what storage of maize growth should I. apply the fertilizer,At planting and during vegetative phase
cassava,what the fertilizer can I use in cassava,Nitrogen fertilizers
general,what time does pollination take place most,During morning hours stigma are receptive
cassava,what transmits cassava mosaic virus disease,Cassava mosaic disease is caused by cassava mosaic virus which is mainly spread by whiteflies and use of diseased planting material
maize,what type of fertilizer can I use for spraying my maize,Depends on what you are spraying
beans,what type of bean seeds are the best for growing,Bean varieties are tolerant to bean diseases like those with medium seeds and Nabe 15
maize,what type of fertilization occurs in maize,NPK and phosphate fertilizers
beans,what type of fertilizer can I use for planting beans,"Fertilisers such as NPK, CAN and Urea containing nitrogen applied just before planting are good for improved germination and vigor in plants"
cassava,what type of fertilizer should I apply in cassava garden for planting cassava stems,Fertilizers containing nitrogen applied just before planting are good for improved germination and vigor in plants
cassava,what type of habisides can I use to control weeds in cassava garden,Use 24D and or any other weed killing chemicals available in the market
cassava,what type of herbicide can I use to control weeds in cassava garden,Weed master
cassava,what type of herbicide can I use to control weeds in my cassava garden,Normal herbicides like weed master
cassava,what type of herbicides can I use to control weeds in my cassava garden,Weed master and glyphoshate
maize,what type of maize seeds is good for planting,Longe series
cassava,what type of organic fertilizer can be applied in cassava,Use compost and rubbish from the home to make manure
cassava,what type of soil for growing cassava,"Well drained, fertile loam soils that are deep enough to support plant growth."
cassava,what type of soil is the best for cassava,"Well drained, fertile loam soils that are deep enough to support plant growth."
general,what type of soil layers contain most plant nutrients?,Loam
beans,what types of fertilizers are used in beans,Nitrogen fertilizers are commonly used
cassava,what types of soil is good for growing cassava,"Well drained, fertile loam soils that are deep enough to support plant growth."
cassava,what varieties of cassava is high yelling,NASE and NAROCASS series
beans,what variety can l use in beans,"NARO has good bean varieties. The recent ones include NAROBEAN 1, 2,3 and even the NABE beans are good."
beans,what variety can I plant without spraying?,All improved varieties can grow without being sprayed but the yield will be lower
beans,what variety is good to plant here?,"Location may affect the yield of beans but Nabe 16, naro bean 3, 6, 7 can perform well in most locations"
cassava,what variety of cassava is tolerance to cassava green mite,Improved varieties like NASE series and NAROCASS
cassava,what variety of cassava should I be planting,Improved varieties that are resistant to disease
maize,what variety of maize is good for planting,"Longe 9,10 and all the newly released varietie by NARO"
cassava,"what went wrong, why is there no cassava under the stem?",This is due to cassava brown streak virus
cassava,what's cassava green mite?,A pest of cassava that causes the leaves to be small
maize,what. are the proper spacing of maize,75X25 cm
beans,when does the new first season start in growing beans,In March or August
maize,when does the second season of maize start,August
maize,when planting maize how can space the line,30X70 cm
beans,when should I apply fertilizer in my beans garden,Fertilisers can be applied before planting in the soil and on the foliar parts before flowering
cassava,when should I plant my cassava cutting,Cassava that is about 9-15 months can be used for planting
cassava,when and how can I access stems early?,Make an order with certified seed companies or a near by farmer
maize,when are we to start spraying maize,Spraying for diseases should be done when any economic pest is spotted but foliar fertilisers can be sprayed just before flowering
maize,when can I apply fertilizer into the maize,At planting or foliar fertilisers at vegetative stage
beans,when can I plant early in a season?,At the start of the first seasonal rains
beans,when can I spray my beans,Depends on what you are spraying
cassava,when can I weed my cassava,Weeding is done every time there are many weeds in the garden but atleast more than two times in the growing cycle
beans,when do I need to spray beans?,Spraying should be done before and after flowering
maize,when does cutworms attack maize plant,In vegetative stage
general,when does the first season begin for beans growing,March each year
maize,when does the first season start in maize,In March
maize,when does the first season stove in growing maize,In March
maize,when does the second season of planting maize slabs,In August
cassava,when is better to plant cassava?,During rainy season
cassava,when is the best month for planting cassava,April in the first season and September in the second season
maize,when is the first season start in growing maize,March
general,when my garden is dry what should I do,Add water
maize,when should I harvest my maize,Harvest when they have reached physiological maturity for fresh consumption and when they have dried to a moisture content of about 20 for drying and storage of grain
maize,when should I harvest my maize,At the beginning of dry season
cassava,when should I harvesting my cassava,After 12 months
maize,when should I hurvest my maize,When the weather is dry
maize,when should I practice thinning in my maize,At weeding
maize,when should I apply fertilizer during maize planting,At planting
beans,when should I apply fertilizer in my bean garden,Apply around planting time in the soil and on the foliage at vegetative stage before flowering
cassava,when should I apply fertilizer in my cassava garden,Apply around planting time in the soil and on the foliage at vegetative stage before flowering
cassava,when should I apply fertilizer in my cassava garden?,At planting
maize,when should I apply fertilizer in my maize garden,Apply around planting time in the soil and on the foliage at vegetative stage before flowering
cassava,when should I avoid apply fertilizer in my cassava garden,When it has already grown or if it is not weeded
maize,when should I control weeds in my maize garden,When weeds are many in the garden
cassava,when should I crop till my cassava,Beginning of rainy season
beans,when should I do my first weeding?,Weeding should be done three weeks after planting
maize,when should I do the first and second weeding?,First weeding is done in 3 weeks after planting and second weeding is a month after first weeding
maize,when should I do the first spraying for maize?,One month after planting
cassava,when should I gap fill my cassava?,After germination when you see gaps
cassava,when should I get my cassava in the gardens.,When it is ready and mature at around 11-12 months
beans,when should I harvest My beans seeds,When they are ready with seeds at about 20% Moisture content for dry beans
cassava,when should I harvest My cassava,Harvest when it has reached physiological maturity after 12 months
maize,when should I start to apply fertilizer in my maize garden,At planting time
general,when should I mulch my garden,At planting time
cassava,when should I plant cassava?,During the rain season
beans,when should I plant my beans,When rains start
cassava,when should I plant my cassava,Usually immediately after the rainy season because it loves water
cassava,when should I plant my cassava cutting,At the beginning of rainy season
beans,when should I spray beans?,Before flowering and after flowering
maize,when should I spray maize after planting?,After one month
maize,when should I spray maize in the garden?,One month after planting
beans,when should I spray my beans,Spraying foliar fertlisers pesticides in beans should be done before flowering and after to prevent maggots and beetles
maize,when should I spray my maize,When what you are spraying is in the garden
maize,when should I spray my maize gardens against stem borer,Spray against stem borer caterpillars when they have attacked 2 to 3 in 10 plants. Spray when there are young caterpillars on leaves and funnels.
maize,when should I start spray my maize,when noticed the presence of pests in field
cassava,when should I start prepping for planting cassava,Before rains start
beans,when should I start spraying my beans,Spraying for diseases should be done when any economic pest is spotted but foliar fertilizers can be sprayed just before flowering
maize,when should I start spraying maize,When pests appear
beans,when should I start spraying my beans garden,Spraying for diseases should be done when any economic pest is spotted but foliar fertilisers can be sprayed just before flowering
beans,when should I start spraying my beans?,When pests attack
cassava,when should I start spraying my cassava,"Depending on what you are spraying, if weeds, when plants are mature enough"
beans,when should I start spraying of my beans,Spraying for diseases should be done when any economic pest is spotted but foliar fertilizers can be sprayed just before flowering
beans,when should I start thinning beans,After germination
cassava,when should I start to apply fertilizer in my cassava,At planting
maize,when should I start to apply fertilizer in my maize garden,Immediately after planting
maize,when should I thin my maize,After germination on first weeding
maize,when should I thin my maize plants,Two to three weeks after emergence
maize,when should I uproot maize seedling after germinating?,After 3 weeks during weeding
cassava,when should I use my cassava,Depends on what you want to do but the leaves can be used for sauce even when cassava is young while stems are used for seed and firewood after harvest and the roots are used for food
maize,when should I weed My maize,4 weeks after emergence
beans,when should I weed beans,Three weeks post emergence
maize,when should I weed maize after planting.,Loamy soils
beans,when should I weed my beans,Every time weeds are in the garden
cassava,when should I weed my cassava,Weed every time weeds accumulate but atleast three times in growth cycle
cassava,when should I weed my cassava,"Recommended for cassava is 4, 8 and 12 weeks after planting though some farmer tend not to follow the schedule because of the costs"
maize,when should Maize be thinned,At weeding
general,when should a farmer carry out seed dressing,Before planting the seeds
cassava,when should a farmer plant cassava,At the beginning of the rainy season
beans,when should when should I start spraying my beans,When pests appear
general,when to apply fertilizer,At cropping/planting
cassava,when to plant cassava,At the beginning of rainy season
cassava,when was the first cassava cutting reached Uganda,1850s
beans,where are the pest of beans,Insect and animal pests
maize,where are the pest of maize,"Animals, insects and etc"
beans,where can I get the best variety beans for planting,"NARO has good bean varieties. The recent ones include NAROBEAN 1, 2,3 and even the NABE beans are good."
maize,where can I access good and cheap super grow?,From certified companies and distributors
cassava,where can I access ready market for cassava?,"Cassava processing factories, brewing companies"
beans,where can I get a cheap and effective chemical for spraying?,By buying the chemical from certified chemical distributors and dealers.
maize,where can I get a clean maize seeds for planting,NARO and certified seed dealers
cassava,where can I get a good market for my cassava flour,Ask the commercial officer at district
maize,where can I get a good market for my maize,Ask the district commercial offcier
beans,where can I get a good market with good price?,Certified seed companies and urban traders offer better prices
cassava,where can I get a high market with high price?,"Cassava processing factories, brewing companies"
cassava,where can I get best varieties of cassava in katakwi,Consult with the nearest NARO offices
cassava,where can I get cassava stems for planting?,"From any certified seed company, or from fellow cassava farmers"
maize,where can I get chemical for spraying my maize,From recommended stores
cassava,where can I get chemicals or herbicides for spraying?,From certified companies and distributors
beans,where can I get clean bean seeds for planting,"Buy certified disease-free seeds from research institutes like NARO/NaCRRI, buy from trusted seed sellers"
general,where can I get clean material for planting,From certified seed companies and traders
general,where can I get clean materials for planting,Depends on a crop but NARO and OWC NAADS supply clean plant materials
beans,where can I get fertilizer for planting my beans,Fertilzer is sold in stores and shops registered to sell agricultural inputs
general,where can I get fertilizers,Agro-chemical shops
beans,where can I get good beans for planting,NARO and certified seed dealers
cassava,where can I get good cassava cuttings for planting,NARO through cassava seed suppliers and OWC NAADS provides healthy cuttings
cassava,where can I get good chemicals for spraying cassava?,From certified companies and distributors of pesticides
cassava,where can I get good market for cassava,Ask the commercial officer at district
cassava,where can I get good varieties for cassava?,From certified seed companies
cassava,where can I get healthy cassava cutting,Look for a healthy garden around or visit the nearest NARO offices
general,where can I get knapsack sprayer,Buy from local supplier of agric implements
general,where can I get manure,From farms
beans,where can I get market for beans?,Seed companies and urban traders
cassava,where can I get market for cassava?,"Cassava processing factories, brewing companies"
beans,where can I get quality clean bean seeds for planting,From NARO and seed suppliers
maize,where can I get ready market?,Check on maize millers and animal feed processors
cassava,where can I store my cassava after harvesting,Store in a raised place off the ground in good pico bags in a cool dry place making sure that pests do not tamper with the harvest
cassava,where can I store my dry cassava,A well ventilated store free from pests
maize,where can I store my maize during rainy season,In a store free from pests and moisture
cassava,where can get healthy cassava cutting for planting,NARO through district based cassava seed suppliers and OWC NAADS provides healthy cuttings
cassava,where can l get improved cassava stem,Certified seed companies
maize,where do this caterpillars that eat the maize come from?,"The adult (moth) lays eggs on the leaves and after hatching, caterpillars eat maize"
general,where do we find nitrogen fixing bacteria,In bean roots or nodules
maize,where do weevils come from to attack stored maize?,The adult weevils lay eggs on the maize when still in the garden
general,where does the government provide the seeds to the farmers,At the district
cassava,where is good market for cassava?,"Cassava processing factories, brewing companies"
general,where is the main office of naro in tororo?,It is in Buginyanya Zonal Agricultural and Development Institute
general,where should a farmer carry out terracing,On hilly slopes
maize,which are the types of fertilizer for spraying maize,NPK/Urea
beans,which beans varieties are tolerant to bean diseases,NAROBEAN 1-7
maize,which is good for maize,Depends on what you are using it for
maize,which maize variety is drought tolerant,"Longe 10, Longe 4"
beans,which pest s attack beans,Insect and animal pests
beans,which bean varieties are tolerant to bean diseases,"Dry beans,French beans,Green beans, Nabe 15 and most beans with medium seed"
beans,which bean variety is easy to cook,NAROBEANS
beans,which bean variety is good for planting?,"Most improved varieties e.g, Naro bean 1"
beans,which beans plant disease causes folded leaves,Viral infections and attack by poests can cause folding
beans,which beans plant pest causes holes on leaves,beetles/ mites
beans,which beans varieties are tolerant to bean diseases,"NABE beans especially NABE 1, NABE 2, NABE 3 which are also high in iron"
beans,which beans variety is drought tolerant,NAROBEANS
cassava,which cassava cutting is the best for planting,A medium size stem of about 9 to 15 months is approriate for planting
cassava,which cassava plant disease causes yellowing of leaves,Yellowing is mainly caused by viral diseases but lack of Nitrogen in the soil can also cause yellowing
cassava,which cassava type is resistant to mosaic disease?,Improved cassava varieties
cassava,which cassava vanity is easy to cook,Most improved varieties like NAROCASS 1
cassava,which cassava variety has a short maturity period,All mature in 1 year
cassava,which cassava variety is drought tolerant,NAROCASS varieties
cassava,which cassava variety is good for planting?,It is narocas1 because it is currently tolerant to CBSV and resistant to CMV
cassava,which cassava variety is resistant to pest and diseases,NAROCASS 1 and improved varieties
cassava,which cassava variety is suitable for all soil types?,Most improved varieties in tye NASE and NAROCASS series
maize,which caterpillars are eating the middle part of the maize?,Fall armyworm or stem borers
maize,which caterpillars attack maize in dry seasons?,Fall armyworm and stem borers
general,which chemical can I apply to control weeds in my garden,Weed master
maize,which chemical can I use for killing rats in my maize store,Rodenticides are available in chemical stores
cassava,which chemical can I use for spraying beans,Depends on what you are spraying
maize,which chemical can I use for spraying maize,Depends on what you are spraying
cassava,which chemical can I use for spraying my cassava,For what
cassava,which chemical can I use in my cassava growing,To control weeds you can use well sprayed herbicides
cassava,which chemical can be used to control cassava mosaic?,None
general,which chemical equipment should I use when dealing with chemicals,Right PPE can be got from different stores
maize,which chemical is effective for killing caterpillars?,Amdocs is better
maize,which chemical is effective for spraying?,Amdocs 3 EC is better
beans,which chemical is good for spraying beans?,Systemic pesticides are good for spraying beans
cassava,which chemical is used to spray cassava,Depends on what you are spraying
beans,which chemical should apply for spraying my beans,Depends on what you are spraying
maize,which chemicals can I use for spraying the garden?,"Most chemicals are good for example Rocket, cypermethrin, dudu cyper, imidacloprid, etc"
cassava,which criteria should I use to keep my cassava healthy?,Use clean seeds
cassava,which crop are good for inter cropping with cassava,Beans
cassava,which crop is good for inter cropping cassava,Beans and maize when cassava is young
beans,which crop is good for inter planting with beans,Maize mainly or even other grain crops
cassava,which crop is good for intercropping with cassava,Beans
beans,which crop is good to plant in the garden after harvesting beans,Sweet potato or maize
cassava,which crop should I plant first when inter planting with cassava,Beans to fix nitrogen
general,which crops adds fertility in the soil,Legumes
general,which crops can grow in slightly acidic soil,Yams
beans,which disease affect beans?,"Bacterial Wilt, Common Blight, Fusarium Root Rot, Fusarium Wilt, Halo Blight,Rust, White Mold."
maize,which disease are affecting maize?,"Bacterial leaf blight and stalk rot, Bacterial leaf spot, Bacterial stalk rot, Bacterial stalk and top rot, Bacterial stripe, Stewart's disease, maize streak disease, etc"
cassava,which disease attack cassava most,Cassava brown streak
maize,which disease attack maize,"Maize streak disease, ear rot, maize viral diseases, maize smut etc"
beans,which disease is the most dangerous to beans,Anthracnose disease
cassava,which disease is the most dangerous to crops like cassava,Viral diseases
maize,which diseases Make maize can be yellow,Viral diseases
cassava,which diseases affect cassava plant,"CBSD, CMD, CBB"
cassava,which diseases affect cassava?,"Cassava mosaic virus disease (CMV), cassava brown streak virus disease (CBSV)"
cassava,which diseases affect the leaves of cassava?,"Cassava bacterial blight (CBB), cassava brown streak virus, cassava mosaic virus"
cassava,which diseases attack cassava and make it bad to eat?,Cassava brown streak virus (CBSV)
maize,which diseases attack maize and how can I control them?,"Bacterial leaf blight and stalk rot, Bacterial leaf spot, Bacterial stalk rot, Bacterial stalk and top rot, Bacterial stripe, Stewart's disease, maize streak disease, etc, Use crop-rotation to control disease"
beans,which diseases can make beans not grow well,"Bacterial Wilt, Common Blight, Fusarium Root Rot, Fusarium Wilt, Halo Blight,Rust, White Mold."
beans,which diseases cause the beans to dry?,They are root rots
beans,which diseases cause the leaves to fold?,"It is bean common mosaic disease, bean pod mottle virus disease, etc"
cassava,which diseases make the cassava stem to darken and cassava to rot?,Cassava brown streak virus (CBSV)
general,which example of type of inorganic fertilizer is the best in improving the fertility of the soil,NPK
general,which fertilizer should I use,"In uganda, the common fertility problem is lack of nitrogen so you can use nitrogen fertilisers such as NPK"
maize,which fertilizer should I use when growing maize,NPK/Urea
cassava,which fertilizer should l used in my cassava,NPK and phosphate fertilizers
beans,which fertilizers are used in beans,"Nitrogen based fertilisers such as Urea, NPK, CAN and phosphates and sulfur"
cassava,which food nutrients do we get from cassava?,Carbohydrates
cassava,which food value dose cassava belong?,Carbohydrates
beans,which green caterpillars are these producing on the leaves of beans?,They are cut worms
cassava,which groups are good for intercropping with the cassava,Beans
maize,which herbicide can remove weeds in maize,Weed master
cassava,which herbicide is good for removing weeds in cassava garden,It is not recommended to spray but comon herbicides such as glyphoshate can be used
beans,which herbicide is good for spraying beans,Depends on what you are controlling
cassava,which herbicide is good removing weeds in cassava,"Mesotrione, Chlorimuron and Carfentrazone-ethyl"
maize,which insects and caterpillars like eating the maize plant?,Fall armyworm and stem borers
beans,which insects attack beans in dry weather?,They are aphids
beans,which insects spoil beans when am about to harvest them?,Bean weevils can even begin while beans are in the gardens.
general,which instrument should I use for carrying out soil testing?,Soil testers are many depending on what you want to test/ You can use soil auger for sampling
maize,which maize plants disease causes leaves to appear white in color,Bacterial such as pseudomonas and fungal sometimes
maize,which maize type is the best to plant,Improved varieties
maize,which maize vanity is easy to cook,Most varieties cook well
maize,which maize varieties are to brand to maize diseases,All the released varieties by NARO like Longe 1-10
maize,which maize variety is drought resistant,WEMA varieties
maize,which maize variety is high yielding,Improved varieties
maize,which maize variety is tolerant to drought,WEMA varieties
general,which materials should I apply into my garden as mulching,Grass etc
maize,which maze variety is drought tolerant,WEMA varieties
beans,which method can I use for planting my beans,sowing in lines
maize,which method can I use to apply fertilizer into the maize garden in hilly areas,Broadcasting or near the crop
maize,which method of farming is best to control soil erosion in my maize garden?,Mulching
cassava,which method should I use for planting my cassava,Dig holes and cover it at 1X1 meter square between plants
cassava,which month is good for planting cassava?,April in the first season and september in the second season
beans,which month is good for planting my beans,Begining of a rainy season. In Uganda its around March to May and September to November
cassava,which month is the best for planting cassava,April in first season and september in second season
beans,which mouth is good for planting beans,March or august
cassava,which one is the best variety of cassava in the country at the moment in terms of yield and resistance?,Narocas1
cassava,which one is the most resistant cassava spices,Narocas1
beans,which organic manure can I use for beans?,"Apply cow dung, chicken dropping, goat dung or compost"
general,which part of the bean seed do we find nitrogen fixing bacteria,Nodules
maize,which pesticide is recommended for controlling caterpillar in the maize garden,Striker
beans,which pesticide should I use for spraying my beans,Depends on what you are controlling
general,which pesticides are best for spraying sclerotium rolfsii,Available fungicides can be used. Seek advise from the district agric officer
cassava,which pesticides are used for spraying cassava,Depends on the pest you are dealing with
cassava,which pesticides are used to spray cassava,"Fluometuron and Alachlor, Diuron and Metolachlor, Atrazine and Metolachlor"
general,which pesticides are used to spray white flies,Pesticides that kill anthropod pests
cassava,which pesticides control cassava brown streak,Insecticides that kill anthropod pests such as whiteflies can be used in case of so many whiteflies in the garden which spread the disease
cassava,which pesticides prevent cassava root rotting,Weevil control agents can be used
beans,which pests and caterpillars are spoiling my beans?,"This can be bean leaf beetles, cut worms, bean flower beetles, flower thrips, etc"
beans,which pests attack beans.,Insect and animal pests
maize,which pests attack maize,Fall army worm
cassava,which pests bring mosaic disease in my cassava?,Whiteflies
beans,which pests cider should I use for spraying my beans,Depends on what you are controlling
general,which pests is bringing mosaic diseases,Whiteflies
general,which plant materials are good for mulching,Grasses
cassava,which plants can I grow after harvesting cassava,Beans and other legumes
maize,which plants can I grow after harvesting maize,Groundnuts or beans
cassava,which plants can be planted in cassava,Beans to fix nitrogen
maize,which season does maize gives high geld?,All seasons can give good yield
cassava,which season is best for planting Cassava?,Rainy season
beans,which season is best for planting beans,Beginning of any rainy season
cassava,which season is cassava gets dry,During the dry seasons.
cassava,which season is good for cassava growth?,Season beginning march and early august when rains start
maize,which season is good for maize growing,Season beginning March and early August when rains start
general,which season is good for planting crop,Rainy
cassava,which size of cassava cuttings should I plant,20 cm long
cassava,which soil can be important for growing cassava,Loam
cassava,which soil is best for growing cassava.,"Well drained, fertile loam soils that are deep enough to support plant growth."
maize,which soil is best for growing maize,"Well drained, fertile loam soils that are deep enough to support plant growth."
beans,which soil is best for planting beans,Loam
beans,which soil is good for planting beans,Loam
cassava,which soil is good for planting cassava,"Well drained, fertile loam soils that are deep enough to support plant growth."
maize,which soil is good for planting maize?,Loam soil
beans,which soil is having good yield for growing beans,Loam
cassava,which soil is having good yield for growing cassava,Loam
